"#","FORM #","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","FIRST NAME","LAST NAME","EMAIL","APPROVED","VERIFIED"
"802","0","New Rivers CP Assures State Of Improved Security","2017-03-21 14:23:00","Rivers, Nigeria","The new Commissioner of Police in Rivers State, CP Ahmed Zaki, has said that although he is not unaware of the political intrigues in the state, his mission is to be professional in the fight against crime and criminality.","Uncategorized Reports","4.841603","6.860409","","","","YES","YES"
"801","0","Six killed as rival cult groups clash in Cross Rivers","2017-03-21 14:18:00","Cross River, Nigeria","At least, six persons have been killed in a cult clash that ensued in Calabar metropolis of Cross River State.

The war broke out between two rival cults of Vikings and Klans.

It was gathered that problem ensued last Thursday when one of the gangs stormed a popular Calabar hangout spot along Atekong/Marian Road about 7pm and opened fire on those having a good time.","Early Warning signal","5.867197","8.520477","","","","YES","YES"
"800","0","Bayelsa Community groans over lack access road","2017-03-21 14:16:00","Bayelsa, Nigeria","Yenaka community in Yenagoa Local Government Area of Bayelsa State has continue to groan over dearth of socio-infrastructure, painfully indigenes still ply hand pulling canoe to due absence of access road
to the community.","Early Warning signal","4.762979","6.028898","","","","YES","YES"
"799","0","Bayelsa Police confirm death in rival cult clash in Yenagoa","2017-03-21 14:16:00","Bayelsa, Nigeria","The Bayelsa Police Command on Monday said a teenager died during a cult clash on Saturday in Amarata area of Yenagoa, the Bayelsa capital.

Mr Asinim Butswat, the Command’s Spokesman, confirmed that only one person died in the clash contrary to reports that two teenagers died.","Early Warning signal,Uncategorized Reports","4.762979","6.028898","Evan","","","YES","YES"
"798","0","Police nab 404 suspected cultists in Edo","2017-03-21 14:14:00","Edo, Nigeria","Edo Police Command said it has apprehended 404 suspected cultists in the ongoing crackdown on cult activities in the state.

The command also stated that a total of 352 of the suspects were charged to court as arms, ammunition and paraphernalia suspected to be cult emblems, were recovered from them.","Early Warning signal,Uncategorized Reports","6.607658","5.972271","","","","YES","YES"
"797","0","Police arrest two over killings in Edo State","2017-03-21 13:07:00","Edo, Nigeria","There is a cloud of anxiety in the air across Edo State over recent killings arising from suspected assassination and armed robbery, with the most recent being the killing of former chairman of Etsako East Local Council, Suleman Afegbua, near Benin City on the Benin-Okenne-Lokoja road last Thursday.
Two suspects have been arrested in connection with the killing of two persons last week ,Mrs. Oyo Omo-Osagie, who operates a shop less than 200 metres from the police command headquarters, who was trailed to her house and shot, and Pastor Godwin Emmanuel, said to have stopped for the assailants who pretended to be pushing their broken down vehicle.","Early Warning signal,Uncategorized Reports","6.607658","5.972271","","","","YES","YES"
"796","0","Edo Govt Vows To Find Killers Of Former LG Chairman","2017-03-19 22:32:00","Edo, Nigeria","Governor Godwin Obaseki of Edo on Saturday said his government was determined to find the killers of Mr Suleiman Afegbua, the immediate past Chairman of Etsako-East Local Government Area, Edo.

Obaseki gave the assurance during a condolence visit to the family of the deceased at Awuyemi in Okpella, Etsako-East Local Government Area of Edo.

The late Afegbua was killed by gunmen on Thursday along Auchi-Benin road, by Ogbemudia Farm.","Uncategorized Reports","6.607658","5.972271","","","","YES","YES"
"795","0","Bayelsa government to sack absentee workers, pay roll fraudsters","2017-03-19 22:18:00","Bayelsa, Nigeria","Even as state and local government workers groan over the hardship caused by months of unpaid salaries in Bayelsa state, the State Advisory Committee on Public Service Reforms ‎has confirmed that it will not hesitate to sack workers who absent themselves from work or engage in pay roll fraud.

Chairman of the state advisory committee on public service reform and the paramount ruler of Twon-Brass Kingdom, HRM King Alfred Diete-Spiff, confirmed this during an interactive meeting between members of the committee and relevant stakeholders in Brass local government area. He revealed that the ongoing reforms have shown that some workers would be sacked.","Early Warning signal","4.762979","6.028898","","","","YES","YES"
"794","0","Ondo Assembly crisis deepens as governor recognises factional speaker","2017-03-19 22:16:00","Ondo, Nigeria","The lingering leadership crisis at the Ondo State House of Assembly reached a new height on Friday as the state governor, Oluwarotimi Akeredolu, recognised a factional leader of the house, Malachi Coker, as the Speaker of the house.
The governor, while observing protocols at the swearing-in of the Secretary to the State Government and the Chief of Staff to the State Governor, recognised Mr. Coker as the Speaker of the house.","Early Warning signal","7.020969","5.056748","","","","YES","YES"
"793","0","Decomposed Body Of Kidnapped Delta DPO Found In Bush","2017-03-19 22:16:00","Delta, Nigeria","Sahara Reporters has learned that the decomposed body of a kidnapped Divisional Police Officer (DPO) in Delta State, Valentine Mbalu, has been found in a bush in Umunede, a town near Agbor.

Mr. Mbalu, who was in charge of the C Division of the Nigeria Police in Asaba, the capital of Delta State, was last week kidnapped by gunmen. He was traveling from Agbor to his station in Asaba when armed kidnappers blocked his vehicle, disarmed him and whisked him away to an unknown destination.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"792","0","Herdsmen struck in Edo, kill ex-LG boss, kidnap 15 others","2017-03-18 22:16:00","Edo, Nigeria","- Gunmen suspected to be Fulani herdsmen struck on Thursday, March 17 in Edo state

- The gunmen swooped on travelers along the busy Benin-Auchi-Okene Highway and kidnapped 15 persons

- They also killed the immediate past chairman of Etsako-east local government area in the state","Early Warning signal","6.607658","5.972271","","","","YES","YES"
"791","0","Delta Police Arrest Anti Car Tracking Device Inventors, Recover Three Stolen Cars","2017-03-19 22:16:00","Delta, Nigeria","The Police detectives attacked to the Anti-robbery of the Delta State Police Command Asaba, have arrested three inventors of Anti-car tracking device in Asaba and recovered three stolen vehicles.

The Police Commissioner in the State, Mr. Zanna Ibrahim who confirmed the arrest of the suspects, said the suspects (Monday Igho, John Ebotkotah, Edward Benson) were arrested on a tip-off by men of the Anti-robbery unit around Abraka market on Thursday, adding that upon interrogation, the suspects confessed to the crime.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"790","0","Hairstylist reportedly killed by the Police in Delta State","2017-03-19 21:48:00","Delta, Nigeria","A hairstylist,  Akpos a.k.a Kporido,  who was arrested alongside two others on Wednesday 15/03/2017 , by officers of the Nigerian Police Force B division in Warri Delta state, has been reportedly found dead. 
Akpos who was on his way out of a service of songs event, was arrested at the venue of the event he attended with his friends. According to Facebook user, Ehije Bashir Ugwi, the Officers of the Nigerian Police alleged that  Akpos’ friend, Otikpo, bought a stolen car, and dragged him alongside his friends to the Police Station before anyone could notice.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"789","0","Pensioners Decry Backlog Of Arrears, Threaten Protest","2017-03-19 21:48:00","Delta, Nigeria","Pensioners of the Delta state chapter of the Nigeria Union of Pensioners (NUP) have flayed the federal government on its alleged refusal to implement the 33 percent pension arrears’ increase approved since July, 2016.
Expectedly, the pensioners have also accused the state government of  unwillingness to pay their outstanding arrears, alleging that secret efforts to sabotage their interest in the scheme of things may prepare them for a protest in no distant time.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"788","0","Ousted Akwa-Ibom Senator - Judge Threatens Withdrawal From Suit","2017-03-19 21:48:00","Akwa Ibom, Nigeria","Justice Nnamdi Dimgba of the Federal High Court, Abuja, has threatened to withdraw from a suit challenging the removal of the Senator representing Akwa Ibom East Senatorial zone, Bassey Albert Akpan, as a result of offensive publications.","Early Warning signal","4.940864","7.841227","","","","YES","YES"
"787","0","Certificate Forgery: EFCC Files 9-count Charge Against Akwa Ibom Reps Member","2017-03-19 21:48:00","Akwa Ibom, Nigeria","The Economic and Financial Crimes Commission (EFCC) has filed a nine-count forgery-related charge against Mr. Nse Bassey Ekpeyong, a member of the Federal House of Representatives from Akwa Ibom State. In the first of the charges filed before the Federal High Court, Uyo Judicial Division, Mr. Ekpeyong was accused of presenting to the Independent National Electoral Commission (INEC) a National Diploma certificate purportedly issued by the Abia State Polytechnic dated in November, 2012, with the intent that it may be acted upon as genuine.","Early Warning signal","4.940864","7.841227","","","","YES","YES"
"786","0","Rivers govt, Army destroy ex-militants’ weapons","2017-03-16 16:48:00","Rivers, Nigeria","Nigerian Army in conjunction with Rivers State Amnesty Committee has commenced the destruction of arms and ammunition surrendered by repentant militants and cutists in the state.
Spokesman of 6 Division,  Nigerian Army, Colonel Aminu Ilyasu,  disclosed this in a statement, yesterday, in Port Harcourt, saying that the destruction was taking place at Igwurita shooting range between 6a.m. and 5p.m.","Early Warning signal","4.841603","6.860409","","","","YES","YES"
"785","0","Security agents begins mass arrests for alleged herdsman death","2017-03-16 16:53:00","Abia, Nigeria","The people of Umuobasi-ukwu in Ozuitem community in Bende Local Government Area of Abia State have fled their homes as a result of mass arrest by the State Police Command.
The mass arrest was triggered by the death, last Sunday, of suspected herdsman following a clash between the villagers and the herdsmen.","Early Warning signal","5.454095","7.515307","","","","YES","YES"
"784","0","Mother Of 4 Electrocuted At Ogwashi Uku, Delta","2017-03-17 16:48:00","Delta, Nigeria","A mother of four, Mrs. Onyeka Anene, was in the early hours of Wednesday electrocuted in Ogwashi-Uku, Aniocha North Local Government Area of Delta State.

The incident is coming shortly after the community was reconnected to the national grid by the Benin Electricity Distribution Company (BEDC), after over 10 years of blackout.","Early Warning signal,Uncategorized Reports","5.527306","6.178417","","","","YES","YES"
"783","0","Ondo timber dealers barricade governor’s office, demand reopening of forest reserves","2017-03-16 16:12:00","Ondo, Nigeria","Members of the Timbers Traders Organisation (OSTTO) in Ondo State yesterday urged Governor Rotimi Akeredolu to reverse the order that closed forest reserves and banned logging activities.
The traders blocked the entrance to the governor’s office in Alagbaka, Akure and prevented government officials from entering or going out of the premises.","Early Warning signal","7.020969","5.056748","","","","YES","YES"
"782","0","Armed youths hijack police presence to attack palace in Edo","2017-03-15 16:10:00","Edo, Nigeria","Armed youths who allegedly accompanied some policemen to effect arrest of a suspect have vandalized the palace of Enogie of Ahor Community in Uhunmwode Local Government Area of Edo.

The invaders, alleged to be youths of Uselu ‘N’ Ahor village, a neighboring community, shot sporadically into the air wielding cutlasses and other dangerous weapons to scare possible counterattack.","Early Warning signal","6.607658","5.972271","","","","YES","YES"
"781","0","One dead as herdsmen, farmers clash in Abia","2017-03-13 16:10:00","Abia, Nigeria","ONE person has been confirmed dead in Umuobasiukwu in Ozuitem, Bende Local Government Area of Abia State during a clash between herdsmen and farmers on Sunday.","Early Warning signal","5.454095","7.515307","","","","YES","YES"
"780","0","Group wants FG to stop flow of crude oil from Edo oil wells to Delta","2017-03-14 15:56:00","Delta, Nigeria","A group under the aegis of Benin Solidarity Movement (BSM) has called on the Federal Government to stop the flow of crude oil from the 9-producing oil wells  to Ovade in Delta state.
The 9-producing oil wells are located at Obagie N’Okenkporo in Orhionmwon local government area of Edo state while Ovade is located in Ethiope West local government area, Delta state.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"779","0","Increased in Thugs Harassment, Robbery In Marine Base, Rivers State","2017-03-17 15:37:00","Rivers, Nigeria","There have been increased cases of harassment in Marine base lately by thugs who live there. The area is unsafe as gunshots, sporadic shootings & armed robbery on the streets have become the norm there.","Early Warning signal","4.841603","6.860409","Othuke Rumuomoro","","","YES","YES"
"778","0","Notorious cult leader responsible for the murders in Ogoni, Rivers State lynched by angry mob","2017-03-14 13:55:00","Rivers, Nigeria","A notorious cult leader identified as Anderson Kpugitah was lynched by an angry mob after he and his members gunned down a young bar owner in Bori Saturday night.","Early Warning signal","4.841603","6.860409","","","","YES","YES"
"777","0","Police kill 2 robbers, recover locally made pistols in Bayelsa","2017-03-11 11:15:00","Bayelsa, Nigeria","Determined to rid the state of crime and criminals, the Bayelsa Police Command on Friday announced the killing of two young men who attacked a supermarket around Opolo suburb in Yenagoa Local Government Area of the state.","Uncategorized Reports","4.762979","6.028898","","","","YES","YES"
"776","0","Residents confirm alleged helicopter supplies to herdsmen in Delta community","2017-03-11 20:13:00","Delta, Nigeria","RESIDENTS of Abraka community, Ethiope East Local Government Area, Delta State, yesterday, corroborated the claim that unknown persons in military camouflage were, indeed,      making strange supplies with helicopters to herdsmen at a barren region of Ovre-Abraka village, saying they were scared at the development.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"775","0","Delta State Govt To Clamp Down On Cultists, Sponsors","2017-03-11 10:56:00","Delta, Nigeria","Following the spate and alarming rate of cultism in all parts of the state, the Delta State Government has disclosed that no effort will be spared in bringing those involved and their sponsors to book.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"774","0","Police parades 15 suspected criminals in Rivers","2017-03-14 11:08:00","Rivers, Nigeria","The Rivers State Police Command has paraded fifteen suspected criminals who were arrested in different parts of the state.

The Police Public Relations Officer, Nnamdi Omoni, said the arrests were made following a charge by the Acting Commissioner of Police, Ahmed Magaji, to all Divisional Police Officers.","Uncategorized Reports","4.841603","6.860409","","","","YES","YES"
"773","0","Police arrest lady armourer, 21 other suspects in C-River","2017-03-14 10:53:00","Cross River, Nigeria","The Cross River Police Command said it has arrested a female armourer, Ms. Hope Usang, 25, who leases arms to suspected robbers in Calabar, the state capital. The state Commissioner of Police, Hafiz Inuwa, who briefed newsmen yesterday on the successes recorded by the command, said that Usang and 21 other suspects were arrested at different locations across the state.","Early Warning signal","5.867197","8.520477","","","","YES","YES"
"772","0","C’River APC Blasts Amaechi Over Interference","2017-03-14 10:47:00","Cross River, Nigeria","A legal practitioner and chieftain of All Progressives Congress (APC) in Cross River State, Utum Eteng, has accused the minister of transportation, Mr. Rotimi Ameachi of meddling into the internal affairs of the State branch of party.
Addressing newsmen in Calabar, Eteng said stakeholders in the State branch of the party were fed up with the excesses of the minister on the internal affairs of the party in Cross River State","Early Warning signal","5.867197","8.520477","","","","YES","YES"
"771","0","Rival cult clash claims one in Delta community","2017-03-14 10:47:00","Delta, Nigeria","An early morning rival cult clash between Vikings and Aiye confraternities in Aladja Community, Udu Local Government Area of Delta State has claimed the life of one Kevwe Ikolo.

DAILY POST gathered that Ikolo, a member of Vikings confraternity was attacked in his room at about 2am Thursday 9th March 2017, and was seriously matcheted in his head by members of Aiye Cult group.

Ikolo died instantly as a result of the matchet cuts.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"770","0","Demonstrators clash in Delta over calls for Uduaghan’s probe","2017-03-09 19:45:00","Delta, Nigeria","Violence erupted yesterday in Asaba, Delta State, between youths who urged the Economic and Financial Crimes Commission (EFCC) to probe former Governor Emmanuel Uduaghan and those loyal to him.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"769","0","Teachers begin indefinite strike over unpaid salaries","2017-03-09 21:28:00","Delta, Nigeria","A written order was issued to all teachers in the state to embark on an indefinite strike until the government met NUT demands.

Teachers in Delta on Thursday embarked on an indefinite strike over unpaid salaries, Mr Joe Iyalekhue, the Secretary Delta branch of the Nigeria Union of Teachers (NUT), has said.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"768","0","15 years in Darkness: Uyo Plaza area turns into den of thieves …residents decry heavy loss, write to Akwa Ibom Assembly","2017-03-09 09:11:00","Akwa Ibom, Nigeria","Life around Abak Road axis of Ibom Plaza in Uyo, Akwa Ibom State, is horrific for residents, who are suffering 15 years of a perpetual power outage, Investors eye Newspaper reports.

To make their case worse is a growing sense of insecurity, following an increase in criminal activities around the area late at night and during the early hours of the morning.","Early Warning signal","4.940864","7.841227","","","","YES","YES"
"767","0","Helicopter delivers supplies to herdsmen in Delta community","2017-03-09 16:59:00","Delta, Nigeria","THE lawmaker representing Ethiope East in Delta State House of Assembly, Evance Ivwurie, has raised alarm over fears that an unidentified helicopter was always landing inside the Ovre-Abraka desert of the state where thousands of herdsmen and their cattle reside. Ivwurie, who launched his Operation Arrest, Meet and Engage Their Sponsor, campaign against herdsmen in his constituency last year, described the desert land across the River Ethiope known as Ovre-Abraka as a time-bomb waiting to explode owing to the activities of herdsmen in the area.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"766","0","Three-Storey Building Collapses in Rivers State","2017-03-09 14:02:00","Rivers, Nigeria","A three-storey building has collapsed in Alakahia community in Obio/Akpor Local Government Area of Rivers State.

The building, located along the National Youth Service Corps (NYSC) road in Alakahia, collapsed about 6 a.m, while neighbours were still asleep.","Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"765","0","Gunmen kidnap businessman’s wife","2017-03-08 13:45:00","Delta, Nigeria","Gunmen on Tuesday night kidnapped a middle-aged housewife of a businessman, Christie Orakeme, at her family home in Asaba.
Family sources told the News Agency of Nigeria on Wednesday in Asaba that Mrs. Orakeme was kidnapped in her car at about 10.25 p.m. while waiting for her son to open the gate for her.","Early Warning signal,Uncategorized Reports","5.527306","6.178417","","","","YES","NO"
"764","0","Gunmen kidnap man of God in Rivers","2017-03-09 13:50:00","Rivers, Nigeria","A popular man of God, Arch Bishop Amiso Iyalla Amen, the General Overseer of Christ Bible Church International, has been kidnapped by gunmen in Rivers State.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"763","0","Labour threatens to shut Rivers over un-remitted pensions, others","2017-03-08 13:43:00","Rivers, Nigeria","ORGANISED Labour, yesterday, threatened to shut down Rivers State over unresolved issues, including un-remitted deductions from workers’ salaries under the Contributory Pension Scheme, CPS, stagnation of officers and non payment of statutory allowances to law officers.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"762","0","Armed Robbers Attack Skye Bank In Ondo State, Kill Security Officers","2017-03-09 13:46:00","Ondo, Nigeria","med robbers attacked a Skye Bank branch in Ogbagi Akoko, Akoko North West Local Government Area of Ondo State on Tuesday.

A source who confirmed the attack to our correspondent in Akure said the robbers stormed the bank at about 2:30 p.m. on Tuesday afternoon.

The source, who pleaded anonymity and spoke under duress, disclosed that the hoodlums shot sporadically into the air to scare customers and residents away before carrying out the robbery.","Early Warning signal","7.020969","5.056748","","","","YES","NO"
"761","0","News  |  Nigeria   Delta CP seeks collaboration to tackle cultism, herdsmen menace","2017-03-08 13:43:00","Delta, Nigeria","The menace of cultists and the excesses of herdsmen rocking Delta State need the partnership of the local vigilance and community heads to curb criminality in Ughelli and its environs.
Delta State Commissioner of Police, Mr. Zanna Ibrahim, said this at a security summit held yesterday at Ughelli ‘A’ Division.According to him, “We are allowing the local community to have a say in the decision making and this makes the police to respond promptly to distress calls.","Early Warning signal","5.527306","6.178417","","","","YES","NO"
"760","0","Abia INEC ICT Centre burgled, computers, vital documents stolen","2017-03-08 13:16:00","Abia, Nigeria","HE ICT Centre of the Abia State headquarters of Independent National Electoral Commission, INEC, was weekend, burgled by unknown persons who carted  some sensitive materials from the centre.
Materials stolen from the centre include five LapTop computers said to contain vital information of the last governorship elections in the state, files and other documents and sensitive data of the electorate.","Uncategorized Reports","5.454095","7.515307","","","","YES","NO"
"759","0","Police Begin Arrest Of Zenith Bank Robbery Suspects In Imo","2017-03-06 21:38:00","Imo, Nigeria","The Imo State Police Command says it has begun the arrest of suspects involved in the Zenith Bank robbery along Wetheral Road in Owerri, the state’s capital.Im","Uncategorized Reports","5.585946","7.066965","","","","YES","YES"
"758","0","Protesters break into Edo venue of peace meeting, invite Osinbajo to the creeks","2017-03-06 15:50:00","Edo, Nigeria","Protesters broke into the venue of a meeting Acting President Yemi Osinbajo was having with stakeholders in Edo state on Monday, disrupting the entire programme.

The meeting, which is a negotiation interface with the oil producing communities in the region, was disrupted after Usani Uguru, minister of state for Niger Delta, finished speaking.

Not even the attempt of Godwin Obaseki, governor of the state, to calm the aggrieved individuals yielded any result, as they continued waving placards.

The protesters were allowed to speak their minds, and they requested that the acting president leave Benin, for oil producing parts of the state.

A protester, who represented Pan Niger Delta Forum (PANDEF), said they had already prepared their region to receive the acting president, but were told he could not come due to security reasons.","Early Warning signal","6.607658","5.972271","","","","YES","YES"
"757","0","Protesters Halt Acting President, Osinbajo’s Meeting with Edo Stakeholders","2017-03-06 15:27:00","Edo, Nigeria","Nigeria’s Acting President, Yemi Osinbajo, who was having a meeting with stakeholders in Benin, the Edo state capital, was met with disruption by protesters broke into the venue of a meeting and distorted the entire programme.

The meeting which is a negotiation interface with the oil producing communities in the region, was disrupted after Usani Uguru, minister of state for Niger Delta, finished speaking.
Not even the attempt of Godwin Obaseki, governor of the state, to calm the aggrieved individuals yielded any result, as they continued waving placards.

As of the time of filing this report, normalcy had not been restored, but security personnel have formed a barricade around the acting president.","Early Warning signal","6.607658","5.972271","","","","YES","YES"
"756","0","Two feared killed in herdsmen attack in Delta community","2017-03-06 15:36:00","Delta, Nigeria","No fewer than two persons were feared killed in a clash between suspected herdsmen and residents of Omumu community in Ika South Local Council of Delta State last week.

Reports said the victims allegedly engaged the suspected herdsmen in the farmlands where crops worth thousands of naira were destroyed by the cattle.","Early Warning signal","5.527306","6.178417","","","","YES","YES"
"755","0","Police commence investigation into killing of Chief Imam in Edo","2017-03-06 15:27:00","Edo, Nigeria","The police in Edo said they have begun investigation into the killing of Chief Imam of Egbeta Central Mosque in Ovia North-East Local Government Area of Edo State.

The Police Public Relations Officer in the state DSP Moses Nkombe stated this in Benin City, yesterday.

He stated that those fingered in the murder would be invited for questioning as the claim of alibi is not sufficient for exoneration.","Early Warning signal","6.607658","5.972271","","","","YES","YES"
"754","0","Notorious kidnapper, Vampire killed in Rivers","2017-03-02 17:45:00","Imo, Nigeria","The Notorious kidnapper, Henry Chibueze, also known as, Vampire who escaped from prison custody on January 27,2017, when some gunmen believed to be his gang members stormed the Owerri High Court in Imo State and rescued him, killing two persons while many others sustained bullet wounds, has been killed in a gun duel with the police.","Uncategorized Reports","5.585946","7.066965","","","","YES","NO"
"753","0","Beheaded body of young lady discovered in Imo","2017-03-03 14:41:00","Imo, Nigeria","Residents of Amanwaozuzu community of Ikeduru Local Government Area Imo State were thrown into panic and anxiety following the discovery of the corpse of a young lady without the head and private parts.","Early Warning signal","5.585946","7.066965","","","","YES","NO"
"752","0","Police nab killer of Bayelsa recharge card seller","2017-03-03 14:43:00","Bayelsa, Nigeria","OPERATIVES of the Bayelsa State Police Command have arrested the killer of the 43-year-old woman who sold recharge cards at the Biogbolo suburb of Yenagoa last month. It was gathered that the arrested 22 years old suspect, Precious Joseph, from Kpansia community in Yenagoa council area, had been under security watch over his alleged involvement in the killing of the recharge card seller, robbery and cultism. The suspect is also said to be a notorious member of the Green Lander cult group in the state.","Early Warning signal","4.762979","6.028898","","","","YES","NO"
"751","0","Shell engages youths to end attacks on facilities","2017-03-03 14:41:00","Rivers, Nigeria","The Shell Petroleum Development Company on Wednesday said it began engaging youths in its host communities to reduce attacks on oil and gas facilities.
Sam Ezugwuorie, the Asset Manager, Land East Hub, said this in an interview with the News Agency of Nigeria in Port Harcourt, Rivers State on the sidelines of a summit organised by SPDC-JV for 120 youths.
He said that SPDC was concerned by current activities of vandals on its pipelines and wellheads, adding that these often led to oil spillage which pollutes the environment.
Ezugwuorie said: “The summit aims to enlighten our youths to embrace positive environmental management culture, attitude and lifestyle because the environment is our primary area of habitat.","Uncategorized Reports","4.841603","6.860409","","","","YES","NO"
"750","0","Bayelsa CP warns parents against youths involvement in cult activities","2017-03-03 14:24:00","Bayelsa, Nigeria","The Commissioner of Police in Bayelsa, Mr Asuquo Amba, on Thursday advised parents to monitor the activities of their children following increased involvement of teenagers in cult activities in the state. Amba gave the warning while presenting to newsmen 20 suspects arrested for cult activities and armed robbery within the past one month in Yenagoa.","Early Warning signal,Uncategorized Reports","4.762979","6.028898","","","","YES","NO"
"749","0","Death toll in Rivers gas explosion rises to 10","2017-03-03 14:24:00","Rivers, Nigeria","MEMBERS of five communities of Odegu clan in Emohua Local Government Area of Rivers State are reportedly living in fear as the death toll from Tuesday’s gas pipeline explosion rises to 10. 

The communities are alleging that they have been abandoned by the operators of the facility, Nigerian Agip Oil Company, NAOC, and Liquefied Natural Gas, LNG, after the explosion that has left their environment polluted.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"748","1","Teenage Girl Kidnapped ar Sagbama LGA, Bayelsa State","2017-02-27 19:29:00","Bayelsa, Nigeria","Good morning sir. Sagbama town. A sixteen years old girl is kidnapped on monday 27.02.2017. The boyfriend is d suspect. The mother of d girl is a policewoman. The girl is nowhere to b faned now. They get the boy friend arested to state c.i.d. Bayelsa state.","Early Warning signal","4.762979","6.028898","Evans Tracker Sagbama","","","YES","YES"
"747","0","Police arrest killers of Chuks Okebata, Member of US Army, Assassinated in Nigeria","2017-03-02 15:43:00","Imo, Nigeria","The Police in Imo State have nabbed the suspected killers of Oscar Okebata, an American veteran soldier who was robbed and murdered in Atta in the Ikeduru LGA of the state on January 12, 2017.
Police arrest killers of Okebata, Nigerian-American soldier
Suspected killers of Oscar Okebata 
At a press briefing, the state Commissioner of Police, Taiwo Lakanu, said that Osondu Chukwu, Uchechukwu Stanley, Onyekachi Kelvin Nwoke and Uchendu Promise were apprehended with concrete evidence that showed that they murdered the veteran soldier, who was in the state for the Christmas and new year celebrations.","Uncategorized Reports","5.585946","7.066965","","","","YES","NO"
"746","0","Edo Police Arrest 102 Suspected Cultists","2017-03-01 15:31:00","Edo, Nigeria","The Edo State Commissioner of Police, Haliru Gwandu, who disclosed this in an interview with journalists at the state police headquarters, said 10 of the 102 suspects have admitted to being cultists, while the others are still undergoing interrogation.

The CP expressed his determination to bring secret cult related activities in the state to the barest minimum","Uncategorized Reports","6.607658","5.972271","","","","YES","NO"
"745","0","Suspected herdsmen kidnap three Edo teachers","2017-03-02 15:31:00","Edo, Nigeria","Three secondary school teachers in Ebomisi Secondary School, Ugbogiobo village, Ovia North East Local Council of Edo State have been kidnapped by suspected herdsmen.

The three male teachers were reportedly abducted on Monday while returning from school. Three other female teachers who were said to be in the company of the abducted teachers were allowed to go by the kidnappers.","Early Warning signal","6.607658","5.972271","","","","YES","NO"
"744","0","Delta set to curb menace of herdsmen","2017-03-02 15:28:00","Delta, Nigeria","DELTA State House of Assembly has embarked on moves to curb the excesses of herdsmen in the state,  following the presentation of the Anti-Grazing bill which has just concluded public hearing on same.","Early Warning signal","5.527306","6.178417","","","","YES","NO"
"743","0","Osinbajo meets with Akwa Ibom, Cross River Govs Over boundary disputes","2017-03-02 15:14:00","Akwa Ibom, Nigeria","Acting President Yemi Osinbajo on Tuesday met with the governors of Akwa Ibom and Cross River states over boundary disputes that have resulted in the death of scores.

Not fewer than about 20 people were reportedly killed in a clash between communities in Akwa Ibom and Cross River states.","Government Initiative","4.940864","7.841227","","","","YES","NO"
"742","1","Three feared killed in suspected herdsmen’s clashes in Delta, Rivers","2017-03-01 15:12:00","Delta, Nigeria","Three feared killed in suspected herdsmen’s clashes in Delta, Rivers
By Owen Akenzua (Asaba) and Ann Godwin (Port Harcourt)   |   01 March 2017   |   6:09 am	

Fulani Herdsmen

Assembly moves to check activities of nomads
Three persons are feared killed in clashes involving indigenes and suspected herdsmen in some communities of Delta and Rivers states.Specifically, two indigenes were reportedly slaughtered in Omumu community, Ika South Local Council of Delta State on Monday evening.","Early Warning signal","5.527306","6.178417","","","","YES","NO"
"741","0","Notorious kidnapper, Vampire killed in Rivers","2017-03-02 15:11:00","Rivers, Nigeria","The Notorious kidnapper, Henry Chibueze, also known as, Vampire who escaped from prison custody on January 27,2017, when some gunmen believed to be his gang members stormed the Owerri High Court in Imo State and rescued him, killing two persons while many others sustained bullet wounds, has been killed in a gun duel with the police.","Early Warning signal","4.841603","6.860409","","","","YES","NO"
"740","0","Woman defiled, murdered, dumped in river in Abia","2017-03-01 15:10:00","Abia, Nigeria","It was another sad development as the body of a woman who was apparently defiled, murdered and dumped into a river in Umuahia, the Abia State, was recovered by the state police command.

Abia Facts Newspaper reports that the body of the lady was discovered on the morning of Tuesday, February 28, 2017, at the Ihie Bridge.
 
The State Police Command Public Relations Officer (PPRO), DSP Geoffrey Ogbonnaya who confirmed the shock find, said the woman could have been defiled and killed by hoodlums who later dumped her corpse in the river.","Early Warning signal","5.454095","7.515307","","","","YES","NO"
